"ID";"Airports";"Periods";"CrossCountryFlights_1";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"EuropeTotal_22";"NorthAmerica_33"
"1161";"A043596";"2013MM08";"    2724";"    1683";"     831";"     852";"  155270";"   81355";"   73915";"  150615";"       0"
"1162";"A043596";"2013MM09";"    2776";"    1854";"     923";"     931";"  161155";"   82165";"   78990";"  159247";"       0"
"1163";"A043596";"2013KW03";"    8448";"    5354";"    2664";"    2690";"  471242";"  235910";"  235332";"  461898";"       0"
"1164";"A043596";"2013MM10";"    2566";"    1679";"     835";"     844";"  136930";"   72111";"   64819";"  135335";"       0"
"1165";"A043596";"2013MM11";"    1977";"    1255";"     625";"     630";"   81945";"   42700";"   39245";"   79326";"       0"
"1166";"A043596";"2013MM12";"    1805";"    1155";"     577";"     578";"   86585";"   40472";"   46113";"   84825";"       0"
"1167";"A043596";"2013KW04";"    6348";"    4089";"    2037";"    2052";"  305460";"  155283";"  150177";"  299486";"       0"
"1168";"A043596";"2013JJ00";"   29497";"   18659";"    9290";"    9369";" 1488572";"  743577";"  744995";" 1472729";"       0"
"1169";"A043596";"2014MM01";"    1991";"    1345";"     668";"     677";"   94277";"   48725";"   45552";"   92784";"       0"
"1170";"A043596";"2014MM02";"    2064";"    1358";"     675";"     683";"  106528";"   51772";"   54756";"  104768";"       0"
"1171";"A043596";"2014MM03";"    2611";"    1614";"     796";"     818";"  135230";"   69576";"   65654";"  132109";"       0"
"1172";"A043596";"2014KW01";"    6666";"    4317";"    2139";"    2178";"  336035";"  170073";"  165962";"  329661";"       0"
"1173";"A043596";"2014MM04";"    2491";"    1556";"     775";"     781";"  135401";"   63337";"   72064";"  131975";"       0"
"1174";"A043596";"2014MM05";"    2874";"    1802";"     899";"     903";"  171860";"   85735";"   86125";"  169682";"       0"
"1175";"A043596";"2014MM06";"    2931";"    1822";"     907";"     915";"  169860";"   86198";"   83662";"  169640";"       0"
"1176";"A043596";"2014KW02";"    8296";"    5180";"    2581";"    2599";"  477121";"  235270";"  241851";"  471297";"       0"
"1177";"A043596";"2014MM07";"    2603";"    1725";"     862";"     863";"  147262";"   67043";"   80219";"  144796";"       0"
"1178";"A043596";"2014MM08";"    2353";"    1581";"     778";"     803";"  153111";"   80810";"   72301";"  149026";"       0"
"1179";"A043596";"2014MM09";"    2892";"    1891";"     949";"     942";"  175449";"   88864";"   86585";"  173494";"       0"
"1180";"A043596";"2014KW03";"    7848";"    5197";"    2589";"    2608";"  475822";"  236717";"  239105";"  467316";"       0"
"1181";"A043596";"2014MM10";"    2432";"    1701";"     843";"     858";"  158138";"   83232";"   74906";"  156860";"       0"
"1182";"A043596";"2014MM11";"    1862";"    1173";"     584";"     589";"   82604";"   43055";"   39549";"   82604";"       0"
"1183";"A043596";"2014MM12";"    1722";"    1222";"     618";"     604";"   95157";"   44167";"   50990";"   94708";"       0"
"1184";"A043596";"2014KW04";"    6016";"    4096";"    2045";"    2051";"  335899";"  170454";"  165445";"  334172";"       0"
"1185";"A043596";"2014JJ00";"   28826";"   18790";"    9354";"    9436";" 1624877";"  812514";"  812363";" 1602446";"       0"
"1186";"A043596";"2015MM01";"    1602";"    1144";"     570";"     574";"   84735";"   43775";"   40960";"   84582";"       0"
"1187";"A043596";"2015MM02";"    1864";"    1263";"     632";"     631";"  102424";"   49394";"   53030";"  101790";"       0"
"1188";"A043596";"2015MM03";"    2348";"    1530";"     766";"     764";"  126737";"   65385";"   61352";"  125849";"       0"
"1189";"A043596";"2015KW01";"    5814";"    3937";"    1968";"    1969";"  313896";"  158554";"  155342";"  312221";"       0"
"1190";"A043596";"2015MM04";"    2596";"    1629";"     816";"     813";"  134281";"   62045";"   72236";"  131289";"       0"
"1191";"A043596";"2015MM05";"    2952";"    1958";"     975";"     983";"  190641";"   95368";"   95273";"  187591";"       0"
"1192";"A043596";"2015MM06";"    3141";"    1991";"     996";"     995";"  180298";"   90135";"   90163";"  177952";"       0"
"1193";"A043596";"2015KW02";"    8689";"    5578";"    2787";"    2791";"  505220";"  247548";"  257672";"  496832";"       0"
"1194";"A043596";"2015MM07";"    2792";"    1781";"     886";"     895";"  155964";"   70204";"   85760";"  152700";"       0"
"1195";"A043596";"2015MM08";"    2678";"    1688";"     840";"     848";"  163847";"   88826";"   75021";"  159100";"       0"
"1196";"A043596";"2015MM09";"    2880";"    1950";"     977";"     973";"  178517";"   90050";"   88467";"  175359";"       0"
"1197";"A043596";"2015KW03";"    8350";"    5419";"    2703";"    2716";"  498328";"  249080";"  249248";"  487159";"       0"
"1198";"A043596";"2015MM10";"    2607";"    1738";"     861";"     877";"  152978";"   80438";"   72540";"  150170";"       0"
"1199";"A043596";"2015MM11";"    1845";"    1223";"     611";"     612";"   85191";"   45535";"   39656";"   85191";"       0"
"1200";"A043596";"2015MM12";"    1839";"    1127";"     569";"     558";"   83770";"   39679";"   44091";"   83466";"       0"
"1201";"A043596";"2015KW04";"    6291";"    4088";"    2041";"    2047";"  321939";"  165652";"  156287";"  318827";"       0"
"1202";"A043596";"2015JJ00";"   29144";"   19022";"    9499";"    9523";" 1639383";"  820834";"  818549";" 1615039";"       0"
"1203";"A043596";"2016MM01";"    1670";"    1164";"     576";"     588";"   88519";"   45699";"   42820";"   87969";"       0"
"1204";"A043596";"2016MM02";"    2072";"    1399";"     698";"     701";"  106972";"   52229";"   54743";"  106516";"       0"
"1205";"A043596";"2016MM03";"    2478";"    1607";"     804";"     803";"  127991";"   64426";"   63565";"  127670";"       0"
"1206";"A043596";"2016KW01";"    6220";"    4170";"    2078";"    2092";"  323482";"  162354";"  161128";"  322155";"       0"
"1207";"A043596";"2016MM04";"    2575";"    1646";"     822";"     824";"  138051";"   63706";"   74345";"  135060";"       0"
"1208";"A043596";"2016MM05";"    2891";"    1909";"     949";"     960";"  184418";"   93465";"   90953";"  181699";"       0"
"1209";"A043596";"2016MM06";"    2836";"    1867";"     927";"     940";"  176708";"   87930";"   88778";"  174172";"       0"
"1210";"A043596";"2016KW02";"    8302";"    5422";"    2698";"    2724";"  499177";"  245101";"  254076";"  490931";"       0"
"1211";"A043596";"2016MM07";"    2785";"    1765";"     882";"     883";"  162493";"   74515";"   87978";"  159890";"       0"
"1212";"A043596";"2016MM08";"    2722";"    1723";"     859";"     864";"  161398";"   85739";"   75659";"  158747";"       0"
"1213";"A043596";"2016MM09";"    2899";"    1872";"     928";"     944";"  168984";"   85312";"   83672";"  166351";"       0"
"1214";"A043596";"2016KW03";"    8406";"    5360";"    2669";"    2691";"  492875";"  245566";"  247309";"  484988";"       0"
"1215";"A043596";"2016MM10";"    2596";"    1718";"     857";"     861";"  142815";"   74663";"   68152";"  140076";"       0"
"1216";"A043596";"2016MM11";"    1888";"    1213";"     607";"     606";"   93856";"   48098";"   45758";"   93806";"       0"
"1217";"A043596";"2016MM12";"    1745";"    1172";"     583";"     589";"   91788";"   42944";"   48844";"   91738";"       0"
"1218";"A043596";"2016KW04";"    6229";"    4103";"    2047";"    2056";"  328459";"  165705";"  162754";"  325620";"       0"
"1219";"A043596";"2016JJ00";"   29157";"   19055";"    9492";"    9563";" 1643993";"  818726";"  825267";" 1623694";"       0"
"1220";"A043596";"2017MM01";"    1844";"    1179";"     586";"     593";"   99803";"   50465";"   49338";"   99803";"       0"
"1221";"A043596";"2017MM02";"    1797";"    1167";"     587";"     580";"  100103";"   47975";"   52128";"  100034";"       0"
"1222";"A043596";"2017MM03";"    2217";"    1327";"     655";"     672";"  121428";"   62047";"   59381";"  121329";"       0"
"1223";"A043596";"2017KW01";"    5858";"    3673";"    1828";"    1845";"  321334";"  160487";"  160847";"  321166";"       0"
"1224";"A043596";"2017MM04";"    2386";"    1434";"     723";"     711";"  153870";"   72466";"   81404";"  148860";"       0"
"1225";"A043596";"2017MM05";"    2765";"    1718";"     856";"     862";"  190720";"   95023";"   95697";"  185839";"       0"
"1226";"A043596";"2017MM06";"    2713";"    1597";"     792";"     805";"  186491";"   92354";"   94137";"  183160";"       0"
"1227";"A043596";"2017KW02";"    7864";"    4749";"    2371";"    2378";"  531081";"  259843";"  271238";"  517859";"       0"
"1228";"A043596";"2017MM07";"    2526";"    1575";"     781";"     794";"  193211";"   89801";"  103410";"  186801";"       0"
"1229";"A043596";"2017MM08";"    2520";"    1564";"     779";"     785";"  195301";"  102032";"   93269";"  187308";"       0"
"1230";"A043596";"2017MM09";"    2366";"    1536";"     765";"     771";"  188847";"   95455";"   93392";"  184290";"       0"
"1231";"A043596";"2017KW03";"    7412";"    4675";"    2325";"    2350";"  577359";"  287288";"  290071";"  558399";"       0"
"1232";"A043596";"2017MM10";"    2280";"    1473";"     731";"     742";"  157992";"   82035";"   75957";"  154210";"       0"
"1233";"A043596";"2017MM11";"    1489";"     848";"     421";"     427";"   70941";"   37052";"   33889";"   67360";"       0"
"1234";"A043596";"2017MM12";"    1346";"     852";"     423";"     429";"   73985";"   34776";"   39209";"   72207";"       0"
"1235";"A043596";"2017KW04";"    5115";"    3173";"    1575";"    1598";"  302918";"  153863";"  149055";"  293777";"       0"
"1236";"A043596";"2017JJ00";"   26249";"   16270";"    8099";"    8171";" 1732692";"  861481";"  871211";" 1691201";"       0"
"1237";"A043596";"2018MM01";"    1558";"     988";"     493";"     495";"   89021";"   45124";"   43897";"   86830";"     228"
"1238";"A043596";"2018MM02";"    1821";"     988";"     498";"     490";"   88493";"   42614";"   45879";"   87155";"       0"
"1239";"A043596";"2018MM03";"    2087";"    1198";"     597";"     601";"  121533";"   61646";"   59887";"  119180";"       0"
"1240";"A043596";"2018KW01";"    5466";"    3174";"    1588";"    1586";"  299047";"  149384";"  149663";"  293165";"     228"
"1241";"A043596";"2018MM04";"    2455";"    1461";"     733";"     728";"  144208";"   66040";"   78168";"  139027";"       0"
"1242";"A043596";"2018MM05";"    3105";"    1964";"     971";"     993";"  221150";"  109712";"  111438";"  216789";"       0"
"1243";"A043596";"2018MM06";"    3225";"    1921";"     953";"     968";"  217739";"  107243";"  110496";"  213558";"       0"
"1244";"A043596";"2018KW02";"    8785";"    5346";"    2657";"    2689";"  583097";"  282995";"  300102";"  569374";"       0"
"1245";"A043596";"2018MM07";"    3126";"    1897";"     951";"     946";"  230635";"  106713";"  123922";"  223614";"     251"
"1246";"A043596";"2018MM08";"    2804";"    1864";"     924";"     940";"  232799";"  122246";"  110553";"  226649";"       0"
"1247";"A043596";"2018MM09";"    2920";"    1879";"     939";"     940";"  223027";"  112043";"  110984";"  217909";"       0"
"1248";"A043596";"2018KW03";"    8850";"    5640";"    2814";"    2826";"  686461";"  341002";"  345459";"  668172";"     251"
"1249";"A043596";"2018MM10";"    2768";"    1763";"     877";"     886";"  193930";"  102562";"   91368";"  187049";"       0"
"1250";"A043596";"2018MM11";"    1705";"     884";"     440";"     444";"   73245";"   37959";"   35286";"   69196";"       0"
"1251";"A043596";"2018MM12";"    1373";"     808";"     402";"     406";"   72378";"   33519";"   38859";"   68617";"       0"
"1252";"A043596";"2018KW04";"    5846";"    3455";"    1719";"    1736";"  339553";"  174040";"  165513";"  324862";"       0"
"1253";"A043596";"2018JJ00";"   28947";"   17615";"    8778";"    8837";" 1908158";"  947421";"  960737";" 1855573";"     479"
"1254";"A043596";"2019MM01";"    1607";"     938";"     471";"     467";"   84056";"   42870";"   41186";"   79966";"       0"
"1255";"A043596";"2019MM02";"    1858";"     978";"     491";"     487";"   95420";"   45623";"   49797";"   91161";"       0"
"1256";"A043596";"2019MM03";"    2138";"    1286";"     642";"     644";"  137683";"   70235";"   67448";"  130992";"       0"
"1257";"A043596";"2019KW01";"    5603";"    3202";"    1604";"    1598";"  317159";"  158728";"  158431";"  302119";"       0"
"1258";"A043596";"2019MM04";"    2642";"    1556";"     782";"     774";"  169142";"   77152";"   91990";"  159234";"       0"
"1259";"A043596";"2019MM05";"    3194";"    2011";"    1000";"    1011";"  227437";"  112360";"  115077";"  221218";"       0"
"1260";"A043596";"2019MM06";"    3197";"    1943";"     974";"     969";"  240069";"  118538";"  121531";"  231448";"       0"
"1261";"A043596";"2019KW02";"    9033";"    5510";"    2756";"    2754";"  636648";"  308050";"  328598";"  611900";"       0"
"1262";"A043596";"2019MM07";"    3212";"    2039";"    1017";"    1022";"  251074";"  113281";"  137793";"  238037";"       0"
"1263";"A043596";"2019MM08";"    3185";"    2099";"    1045";"    1054";"  269858";"  142244";"  127614";"  252335";"       0"
"1264";"A043596";"2019MM09";"    3020";"    1997";"    1003";"     994";"  240606";"  122672";"  117934";"  229982";"       0"
"1265";"A043596";"2019KW03";"    9417";"    6135";"    3065";"    3070";"  761538";"  378197";"  383341";"  720354";"       0"
"1266";"A043596";"2019MM10";"    2739";"    1771";"     885";"     886";"  198592";"  107016";"   91576";"  187377";"       0"
"1267";"A043596";"2019MM11";"    1769";"     910";"     454";"     456";"   91748";"   48123";"   43625";"   83215";"       0"
"1268";"A043596";"2019MM12";"    1539";"     878";"     439";"     439";"   89113";"   41797";"   47316";"   81414";"       0"
"1269";"A043596";"2019KW04";"    6047";"    3559";"    1778";"    1781";"  379453";"  196936";"  182517";"  352006";"       0"
"1270";"A043596";"2019JJ00";"   30100";"   18406";"    9203";"    9203";" 2094798";" 1041911";" 1052887";" 1986379";"       0"
"1271";"A043596";"2020MM01";"    1607";"     963";"     481";"     482";"   99080";"   51119";"   47961";"   90361";"       0"
"1272";"A043596";"2020MM02";"    1640";"    1031";"     506";"     525";"  104062";"   49988";"   54074";"   97069";"       0"
"1273";"A043596";"2020MM03";"    1500";"     748";"     369";"     379";"   62870";"   36664";"   26206";"   57788";"       0"
"1274";"A043596";"2020KW01";"    4747";"    2742";"    1356";"    1386";"  266012";"  137771";"  128241";"  245218";"       0"
"1275";"A043596";"2020MM04";"     570";"      41";"      17";"      24";"       0";"       0";"       0";"       0";"       0"
"1276";"A043596";"2020MM05";"     932";"      46";"      19";"      27";"     134";"      78";"      56";"     134";"       0"
"1277";"A043596";"2020MM06";"    1160";"     168";"      80";"      88";"    7971";"    2072";"    5899";"    7971";"       0"
"1278";"A043596";"2020KW02";"    2662";"     255";"     116";"     139";"    8105";"    2150";"    5955";"    8105";"       0"
"1279";"A043596";"2020MM07";"    2152";"    1032";"     522";"     510";"   78468";"   32511";"   45957";"   78468";"       0"
"1280";"A043596";"2020MM08";"    2087";"    1071";"     527";"     544";"   74047";"   41749";"   32298";"   74047";"       0"
"1281";"A043596";"2020MM09";"    1811";"     635";"     315";"     320";"   32047";"   17087";"   14960";"   31135";"       0"
"1282";"A043596";"2020KW03";"    6050";"    2738";"    1364";"    1374";"  184562";"   91347";"   93215";"  183650";"       0"
"1283";"A043596";"2020MM10";"    1139";"     353";"     176";"     177";"   21811";"   11445";"   10366";"   19216";"       0"
"1284";"A043596";"2020MM11";"     898";"     134";"      62";"      72";"    4761";"    2639";"    2122";"    2365";"       0"
"1285";"A043596";"2020MM12";"     623";"     115";"      63";"      52";"    4590";"    1940";"    2650";"     325";"       0"
"1286";"A043596";"2020KW04";"    2660";"     602";"     301";"     301";"   31162";"   16024";"   15138";"   21906";"       0"
"1287";"A043596";"2020JJ00";"   16119";"    6337";"    3137";"    3200";"  489841";"  247292";"  242549";"  458879";"       0"
"1288";"A043596";"2021MM01";"     753";"     181";"      83";"      98";"    3311";"    2053";"    1258";"      34";"       0"
"1289";"A043596";"2021MM02";"     714";"     144";"      74";"      70";"    2871";"    1508";"    1363";"       0";"       0"
"1290";"A043596";"2021MM03";"     972";"     185";"      88";"      97";"      98";"      57";"      41";"      98";"       0"
"1291";"A043596";"2021KW01";"    2439";"     510";"     245";"     265";"    6280";"    3618";"    2662";"     132";"       0"
"1292";"A043596";"2021MM04";"    1239";"     195";"     100";"      95";"    1945";"     642";"    1303";"    1945";"       0"
"1293";"A043596";"2021MM05";"    1263";"     267";"     132";"     135";"    8912";"    4045";"    4867";"    8912";"       0"
"1294";"A043596";"2021MM06";"    1700";"     579";"     289";"     290";"   39309";"   15981";"   23328";"   33826";"       0"
"1295";"A043596";"2021KW02";"    4202";"    1041";"     521";"     520";"   50166";"   20668";"   29498";"   44683";"       0"
"1296";"A043596";"2021MM07";"    2406";"    1312";"     666";"     646";"  113882";"   45390";"   68492";"   98923";"       0"
"1297";"A043596";"2021MM08";"    2665";"    1516";"     749";"     767";"  181957";"   98121";"   83836";"  164739";"       0"
"1298";"A043596";"2021MM09";"    2630";"    1410";"     706";"     704";"  167169";"   84608";"   82561";"  158465";"       0"
"1299";"A043596";"2021KW03";"    7701";"    4238";"    2121";"    2117";"  463008";"  228119";"  234889";"  422127";"       0"
"1300";"A043596";"2021MM10";"    2367";"    1303";"     643";"     660";"  147368";"   78845";"   68523";"  141726";"       0"
"1301";"A043596";"2021MM11";"    1502";"     674";"     331";"     343";"   48278";"   26319";"   21959";"   48278";"       0"
"1302";"A043596";"2021MM12";"    1060";"     541";"     285";"     256";"   40295";"   15463";"   24832";"   40295";"       0"
"1303";"A043596";"2021KW04";"    4929";"    2518";"    1259";"    1259";"  235941";"  120627";"  115314";"  230299";"       0"
"1304";"A043596";"2021JJ00";"   19271";"    8307";"    4146";"    4161";"  755395";"  373032";"  382363";"  697241";"       0"
"1305";"A043596";"2022MM01";"    1437";"     734";"     356";"     378";"   58903";"   31498";"   27405";"   58903";"       0"
"1306";"A043596";"2022MM02";"    1514";"     699";"     361";"     338";"   63510";"   28697";"   34813";"   62829";"       0"
"1307";"A043596";"2022MM03";"    2461";"     989";"     485";"     504";"  101163";"   52056";"   49107";"   96857";"       0"
"1308";"A043596";"2022KW01";"    5412";"    2422";"    1202";"    1220";"  223576";"  112251";"  111325";"  218589";"       0"
"1309";"A043596";"2022MM04";"    2733";"    1437";"     721";"     716";"  139308";"   62282";"   77026";"  135457";"      38"
"1310";"A043596";"2022MM05";"    3412";"    1974";"     979";"     995";"  224714";"  111325";"  113389";"  214554";"       0"
"1311";"A043596";"2022MM06";"    3368";"    1858";"     931";"     927";"  224069";"  107372";"  116697";"  211028";"       0"
"1312";"A043596";"2022KW02";"    9513";"    5269";"    2631";"    2638";"  588091";"  280979";"  307112";"  561039";"      38"
"1313";"A043596";"2022MM07";"    3884";"    2465";"    1251";"    1214";"  312468";"  139595";"  172873";"  286338";"       0"
"1314";"A043596";"2022MM08";"    3628";"    2353";"    1164";"    1189";"  305371";"  164241";"  141130";"  279646";"       0"
"1315";"A043596";"2022MM09";"    3191";"    1927";"     967";"     960";"  226890";"  114436";"  112454";"  212330";"       0"
"1316";"A043596";"2022KW03";"   10703";"    6745";"    3382";"    3363";"  844729";"  418272";"  426457";"  778314";"       0"
"1317";"A043596";"2022MM10";"    3105";"    1914";"     950";"     964";"  232223";"  120235";"  111988";"  218824";"       0"
"1318";"A043596";"2022MM11";"    1930";"    1037";"     514";"     523";"  116089";"   60030";"   56059";"   98454";"       0"
